"","dataset","sampleID","G.check","XIST_214218_s_at_8687","XIST_221728_x_at_1196","KDM5D_206700_s_at_16058","RPS4Y1_201909_at_20847","G.kmean","KMvsGEO","medianFemale","medianMale","medianF_M","G.medianF_M","Kmean.Median"
"kato_A-56","stanley_kato","kato_A-56","female",7.611328864,10.27209599,5.693562911,5.329467006,"female","female",8.941712427,5.5115149585,3.4301974685,"female","female"
"kato_A-57","stanley_kato","kato_A-57","male",2.839864737,4.776360332,8.216562301,9.490098234,"male","male",3.8081125345,8.8533302675,-5.045217733,"male","male"
"kato_A-58","stanley_kato","kato_A-58","female",7.617549025,9.658118045,5.242061421,5.551834952,"female","female",8.637833535,5.3969481865,3.2408853485,"female","female"
"kato_A-59","stanley_kato","kato_A-59","male",3.44270206,5.776208355,7.671305214,8.851891619,"male","male",4.6094552075,8.2615984165,-3.652143209,"male","male"
"kato_A-6","stanley_kato","kato_A-6","female",7.388926211,9.887150441,5.22896104,4.802833389,"female","female",8.638038326,5.0158972145,3.6221411115,"female","female"
"kato_A-60","stanley_kato","kato_A-60","male",3.23395349,4.86752467,8.461334006,9.418311815,"male","male",4.05073908,8.9398229105,-4.8890838305,"male","male"
"kato_A-61","stanley_kato","kato_A-61","female",7.799708431,10.75136888,6.606884123,4.863030031,"female","female",9.2755386555,5.734957077,3.5405815785,"female","female"
"kato_A-62","stanley_kato","kato_A-62","female",7.683953447,9.635524657,6.059917806,5.126712524,"female","female",8.659739052,5.593315165,3.066423887,"female","female"
"kato_A-63","stanley_kato","kato_A-63","female",7.451092504,9.422826262,5.685890041,5.516619391,"female","female",8.436959383,5.601254716,2.835704667,"female","female"
"kato_A-64","stanley_kato","kato_A-64","male",3.21463805,4.672630585,8.412537978,9.297735452,"male","male",3.9436343175,8.855136715,-4.9115023975,"male","male"
"kato_A-65","stanley_kato","kato_A-65","male",3.242351784,4.679298255,8.152512242,9.34060524,"male","male",3.9608250195,8.746558741,-4.7857337215,"male","male"
"kato_A-66","stanley_kato","kato_A-66","male",3.387893642,4.455655829,8.065355168,9.529413516,"male","male",3.9217747355,8.797384342,-4.8756096065,"male","male"
"kato_A-67","stanley_kato","kato_A-67","male",3.320222676,4.468032507,8.286253726,9.760262716,"male","male",3.8941275915,9.023258221,-5.1291306295,"male","male"
"kato_A-68","stanley_kato","kato_A-68","female",7.380438532,9.726373217,5.672280754,5.601818691,"female","female",8.5534058745,5.6370497225,2.916356152,"female","female"
"kato_A-69","stanley_kato","kato_A-69","female",8.096342672,9.491080705,4.712869157,5.059577682,"female","female",8.7937116885,4.8862234195,3.907488269,"female","female"
"kato_A-7","stanley_kato","kato_A-7","male",3.317757862,4.626245966,8.291099168,9.46946278,"male","male",3.972001914,8.880280974,-4.90827906,"male","male"
"kato_A-70","stanley_kato","kato_A-70","male",3.188512493,4.360882316,8.173212944,9.938641967,"male","male",3.7746974045,9.0559274555,-5.281230051,"male","male"
"kato_A-71","stanley_kato","kato_A-71","female",7.299629737,9.158930268,5.608884939,4.830869412,"female","female",8.2292800025,5.2198771755,3.009402827,"female","female"
"kato_A-72","stanley_kato","kato_A-72","female",7.576903703,10.06037083,5.641613138,5.306724756,"female","female",8.8186372665,5.474168947,3.3444683195,"female","female"
"kato_A-73","stanley_kato","kato_A-73","male",3.531696992,4.639981494,7.999008828,9.471563344,"male","male",4.085839243,8.735286086,-4.649446843,"male","male"
"kato_A-74","stanley_kato","kato_A-74","female",7.194893644,9.801443135,5.697591401,4.682318797,"female","female",8.4981683895,5.189955099,3.3082132905,"female","female"
"kato_A-75","stanley_kato","kato_A-75","female",7.106744861,9.723258066,5.380218604,4.981381385,"female","female",8.4150014635,5.1807999945,3.234201469,"female","female"
"kato_A-76","stanley_kato","kato_A-76","female",7.565050589,9.689991271,6.160965486,6.208275133,"female","female",8.62752093,6.1846203095,2.4429006205,"female","female"
"kato_A-77","stanley_kato","kato_A-77","female",7.04547204,9.103653757,5.746258963,5.291282339,"female","female",8.0745628985,5.518770651,2.5557922475,"female","female"
"kato_A-78","stanley_kato","kato_A-78","female",7.484044244,9.596383848,5.516223218,4.675238749,"female","female",8.540214046,5.0957309835,3.4444830625,"female","female"
"kato_A-79","stanley_kato","kato_A-79","male",3.01385568,4.508222766,7.837055287,9.569244146,"male","male",3.761039223,8.7031497165,-4.9421104935,"male","male"
"kato_A-8","stanley_kato","kato_A-8","male",3.235869182,4.418617597,8.378542439,9.792126346,"male","male",3.8272433895,9.0853343925,-5.258091003,"male","male"
"kato_A-80","stanley_kato","kato_A-80","male",3.294652853,4.526699043,8.171762553,9.782567291,"male","male",3.910675948,8.977164922,-5.066488974,"male","male"
"kato_A-81","stanley_kato","kato_A-81","female",7.829119531,9.426140033,5.578564471,5.612831864,"female","female",8.627629782,5.5956981675,3.0319316145,"female","female"
"kato_A-82","stanley_kato","kato_A-82","male",3.481679676,4.527675305,8.282017064,9.500246145,"male","male",4.0046774905,8.8911316045,-4.886454114,"male","male"
"kato_A-83","stanley_kato","kato_A-83","male",3.221146337,4.601585243,8.32249066,9.733335689,"male","male",3.91136579,9.0279131745,-5.1165473845,"male","male"
"kato_A-84","stanley_kato","kato_A-84","male",3.18875122,4.854289762,8.178171393,9.611215227,"male","male",4.021520491,8.89469331,-4.873172819,"male","male"
"kato_A-85","stanley_kato","kato_A-85","male",3.038882033,4.488381846,8.471363896,9.528589438,"male","male",3.7636319395,8.999976667,-5.2363447275,"male","male"
"kato_A-86","stanley_kato","kato_A-86","male",3.31638242,4.226461536,8.386359629,9.52483692,"male","male",3.771421978,8.9555982745,-5.1841762965,"male","male"
"kato_A-87","stanley_kato","kato_A-87","male",3.192520098,4.346188104,7.480174429,9.939708802,"male","male",3.769354101,8.7099416155,-4.9405875145,"male","male"
"kato_A-88","stanley_kato","kato_A-88","male",3.392070114,4.62179272,8.401779716,9.454046724,"male","male",4.006931417,8.92791322,-4.920981803,"male","male"
"kato_A-9","stanley_kato","kato_A-9","female",7.997031394,9.836434091,5.557697491,4.609917852,"female","female",8.9167327425,5.0838076715,3.832925071,"female","female"
"kato_A-90","stanley_kato","kato_A-90","male",3.125098018,4.36692382,8.158422865,9.769814719,"male","male",3.746010919,8.964118792,-5.218107873,"male","male"
"kato_A-91","stanley_kato","kato_A-91","male",2.956381858,4.507866986,8.12978509,9.426082147,"male","male",3.732124422,8.7779336185,-5.0458091965,"male","male"
"kato_A-92","stanley_kato","kato_A-92","male",2.718930127,4.114313708,8.192798324,9.747909754,"male","male",3.4166219175,8.970354039,-5.5537321215,"male","male"
"kato_A-93","stanley_kato","kato_A-93","female",7.382349293,9.437755689,4.736027541,4.891642778,"female","female",8.410052491,4.8138351595,3.5962173315,"female","female"
"kato_A-94","stanley_kato","kato_A-94","male",3.192553078,4.586428498,8.25810491,9.705100783,"male","male",3.889490788,8.9816028465,-5.0921120585,"male","male"
"kato_A-95","stanley_kato","kato_A-95","male",3.452962316,4.718466102,8.298585094,9.193381028,"male","male",4.085714209,8.745983061,-4.660268852,"male","male"
"kato_A-96","stanley_kato","kato_A-96","male",3.355539129,4.488646785,8.41207237,9.624992748,"male","male",3.922092957,9.018532559,-5.096439602,"male","male"
"kato_A-97","stanley_kato","kato_A-97","male",3.216110214,4.48545641,7.968026427,9.801784469,"male","male",3.850783312,8.884905448,-5.034122136,"male","male"
"kato_A-98","stanley_kato","kato_A-98","male",3.119602178,4.425230127,7.770435568,9.718817397,"male","male",3.7724161525,8.7446264825,-4.97221033,"male","male"
"kato_A-99","stanley_kato","kato_A-99","female",6.895342504,9.615409343,5.744875088,4.876702604,"female","female",8.2553759235,5.310788846,2.9445870775,"female","female"
"pfc_1001_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1001_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.55714318481499,4.73006933801087,7.63416998079978,9.44974830962256,"male","male",4.14360626141293,8.54195914521117,-4.39835288379824,"male","male"
"pfc_1002_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1002_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.67436778051924,5.06239234560285,7.11404746782694,9.05537616016855,"male","male",4.36838006306105,8.08471181399774,-3.7163317509367,"male","male"
"pfc_1003_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1003_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",6.53854306309768,9.1525871389275,5.97563151239419,6.14917030311941,"female","female",7.84556510101259,6.0624009077568,1.78316419325579,"female","female"
"pfc_1004_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1004_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.62066527407999,5.16028815853181,7.3153828546109,9.38804396311621,"male","male",4.3904767163059,8.35171340886355,-3.96123669255765,"male","male"
"pfc_1005_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1005_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",6.66050801624586,9.46702630654427,6.02186116892157,6.60207982832581,"female","female",8.06376716139506,6.31197049862369,1.75179666277137,"female","female"
"pfc_1006_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1006_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.50406162283112,4.90692074430441,7.52349698009841,9.72970860838439,"male","male",4.20549118356776,8.6266027942414,-4.42111161067364,"male","male"
"pfc_1007_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1007_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.56486359130816,5.48632694245541,7.06065790025707,8.79432017090934,"male","male",4.52559526688179,7.92748903558321,-3.40189376870142,"male","male"
"pfc_1008_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1008_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",6.71263299442132,9.01767296057009,6.61959577305275,6.41278851357453,"female","female",7.8651529774957,6.51619214331364,1.34896083418206,"female","female"
"pfc_1009_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1009_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",6.93319858901474,9.13948635157009,5.7863843087632,6.21973704022879,"female","female",8.03634247029241,6.00306067449599,2.03328179579642,"female","female"
"pfc_1010_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1010_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",7.23948251858676,9.87187558988544,5.80545278047695,6.01801783992802,"female","female",8.5556790542361,5.91173531020248,2.64394374403362,"female","female"
"pfc_1011_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1011_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.57290534387875,5.1382178950138,7.69551866189255,9.77025807076575,"male","male",4.35556161944628,8.73288836632915,-4.37732674688288,"male","male"
"pfc_1012_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1012_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.5619451674217,5.16634434752838,7.21687226433546,8.70748582356012,"male","male",4.36414475747504,7.96217904394779,-3.59803428647275,"male","male"
"pfc_1013_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1013_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.49956359568437,4.85015876031372,7.32562740326297,9.11448654604779,"male","male",4.17486117799904,8.22005697465538,-4.04519579665634,"male","male"
"pfc_1014_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1014_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.79322170370104,4.94314274411242,7.31406095872335,9.02693823817318,"male","male",4.36818222390673,8.17049959844826,-3.80231737454154,"male","male"
"pfc_1015_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1015_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",6.14601843541212,8.96561465269598,5.59773170522771,6.19350805938089,"female","female",7.55581654405405,5.8956198823043,1.66019666174975,"female","female"
"pfc_1016_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1016_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.67347870344637,5.10961624350692,7.67676221637883,9.72919298083756,"male","male",4.39154747347665,8.70297759860819,-4.31143012513155,"male","male"
"pfc_1017_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1017_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",7.40738957764976,10.237324230689,5.95989194484789,6.42194132551032,"female","female",8.82235690416938,6.19091663517911,2.63144026899027,"female","female"
"pfc_1018_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1018_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.49163460214457,5.16418263380293,7.45177245033199,9.80011080446337,"male","male",4.32790861797375,8.62594162739768,-4.29803300942393,"male","male"
"pfc_1019_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1019_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.69531337420299,5.15784401332512,7.25389827696422,9.37140689521731,"male","male",4.42657869376406,8.31265258609077,-3.88607389232671,"male","male"
"pfc_1020_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1020_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.65440845918947,5.3233420438693,7.38210830081849,9.05177621235712,"male","male",4.48887525152939,8.2169422565878,-3.72806700505842,"male","male"
"pfc_1021_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1021_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.78100676976951,5.45636403212648,7.33283582699827,8.9814879419261,"male","male",4.61868540094799,8.15716188446218,-3.53847648351419,"male","male"
"pfc_1022_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1022_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.45356705323022,5.28203347941612,7.67165851974385,9.48439223977385,"male","male",4.36780026632317,8.57802537975885,-4.21022511343568,"male","male"
"pfc_1023_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1023_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.52782163551093,5.16885058173053,7.3654449142707,9.54452838377677,"male","male",4.34833610862073,8.45498664902373,-4.106650540403,"male","male"
"pfc_1024_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1024_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.5711625317191,5.21091880541955,7.65488852205798,9.623541410971,"male","male",4.39104066856932,8.63921496651449,-4.24817429794517,"male","male"
"pfc_1025_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1025_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",7.23709775741792,9.25152138519164,5.77740438349503,6.68537740362167,"female","female",8.24430957130478,6.23139089355835,2.01291867774643,"female","female"
"pfc_1026_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1026_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.55679656398965,5.19488903655916,7.58047676188141,9.56215187826703,"male","male",4.37584280027441,8.57131432007422,-4.19547151979982,"male","male"
"pfc_1027_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1027_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","male",3.70429322311152,4.96974727564358,7.62185231418257,9.30776090071137,"male","male",4.33702024937755,8.46480660744697,-4.12778635806942,"male","male"
"pfc_1028_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1028_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",7.305844820806,9.98775888006396,5.63268964140917,5.91331244978664,"female","female",8.64680185043498,5.7730010455979,2.87380080483707,"female","female"
"pfc_1029_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","McLean_PFC","pfc_1029_01 on Affymetrix GeneChip Human Genome U133 Array Set HG-U133A","female",3.54156149655501,4.9665742942003,7.76376600277426,9.57683301974816,"male","disagree",4.25406789537766,8.67029951126121,-4.41623161588355,"male","male"
