"","dataset","sampleID","G.check","XIST_214218_s_at_8687","XIST_221728_x_at_1196","KDM5D_206700_s_at_16058","RPS4Y1_201909_at_20847","G.kmean","KMvsGEO","medianFemale","medianMale","medianF_M","G.medianF_M","Kmean.Median"
"GSE2888_bioMaterial_1","GSE2888","GSE2888_bioMaterial_1","female",5.00937704831502,4.78446079992962,2.77508859761657,4.03496157152242,"female","female",4.89691892412232,3.40502508456949,1.49189383955282,"female","female"
"GSE2888_bioMaterial_10","GSE2888","GSE2888_bioMaterial_10","female",5.30920778357049,6.02077220597485,2.24901920100459,3.74408481348146,"female","female",5.66498999477267,2.99655200724303,2.66843798752964,"female","female"
"GSE2888_bioMaterial_11","GSE2888","GSE2888_bioMaterial_11","male",2.43416047975727,2.77772752455291,3.55136077032451,8.39534640880077,"male","male",2.60594400215509,5.97335358956264,-3.36740958740755,"male","male"
"GSE2888_bioMaterial_12","GSE2888","GSE2888_bioMaterial_12","female",5.1800794801663,5.77728074658999,2.1573008810934,3.69697991929262,"female","female",5.47868011337814,2.92714040019301,2.55153971318513,"female","female"
"GSE2888_bioMaterial_13","GSE2888","GSE2888_bioMaterial_13","male",1.97715742871538,3.01673023123836,4.08462965911075,8.66333647362021,"male","male",2.49694382997687,6.37398306636548,-3.87703923638861,"male","male"
"GSE2888_bioMaterial_14","GSE2888","GSE2888_bioMaterial_14","female",5.2487227316206,6.54567849176799,2.67279440704709,4.28363596076779,"female","female",5.89720061169429,3.47821518390744,2.41898542778685,"female","female"
"GSE2888_bioMaterial_15","GSE2888","GSE2888_bioMaterial_15","male",2.02409493998833,3.0938823655462,3.41797527213581,8.87236478982912,"male","male",2.55898865276727,6.14517003098246,-3.5861813782152,"male","male"
"GSE2888_bioMaterial_16","GSE2888","GSE2888_bioMaterial_16","male",1.81471765472174,2.88652265838636,3.39615812962334,9.03136335283806,"male","male",2.35062015655405,6.2137607412307,-3.86314058467665,"male","male"
"GSE2888_bioMaterial_17","GSE2888","GSE2888_bioMaterial_17","male",2.09289647427074,3.01259070769742,3.33086006593864,8.84026608638763,"male","male",2.55274359098408,6.08556307616313,-3.53281948517906,"male","male"
"GSE2888_bioMaterial_18","GSE2888","GSE2888_bioMaterial_18","female",3.04079380953863,5.04125355256868,2.92990740159516,4.62954531459489,"female","female",4.04102368105366,3.77972635809502,0.26129732295863,"female","female"
"GSE2888_bioMaterial_19","GSE2888","GSE2888_bioMaterial_19","female",3.81804893726857,4.42396398193203,2.72905785615064,4.54727427481704,"female","female",4.1210064596003,3.63816606548384,0.482840394116461,"female","female"
"GSE2888_bioMaterial_2","GSE2888","GSE2888_bioMaterial_2","male",1.90140998901315,3.38601592111471,3.58060811400756,8.86376851779918,"male","male",2.64371295506393,6.22218831590337,-3.57847536083944,"male","male"
"GSE2888_bioMaterial_20","GSE2888","GSE2888_bioMaterial_20","female",4.66191625679459,5.61450350163859,2.42058512906255,4.09067087142498,"female","female",5.13820987921659,3.25562800024377,1.88258187897282,"female","female"
"GSE2888_bioMaterial_21","GSE2888","GSE2888_bioMaterial_21","female",4.02603248812158,5.41046708246663,2.20503850813863,4.51806508034448,"female","female",4.71824978529411,3.36155179424156,1.35669799105255,"female","female"
"GSE2888_bioMaterial_22","GSE2888","GSE2888_bioMaterial_22","male",1.92694115080536,3.19261789981973,4.06294357776169,8.80825839522224,"male","male",2.55977952531255,6.43560098649196,-3.87582146117942,"male","male"
"GSE2888_bioMaterial_23","GSE2888","GSE2888_bioMaterial_23","female",5.07836791692417,6.23054262631168,2.07759841908085,3.76857445571475,"female","female",5.65445527161793,2.9230864373978,2.73136883422012,"female","female"
"GSE2888_bioMaterial_24","GSE2888","GSE2888_bioMaterial_24","male",1.92410735168187,2.99283584725116,3.64027382106169,8.75619041363255,"male","male",2.45847159946651,6.19823211734712,-3.73976051788061,"male","male"
"GSE2888_bioMaterial_25","GSE2888","GSE2888_bioMaterial_25","male",1.98560357869034,2.8620611801272,3.51308841511449,9.17075316406735,"male","male",2.42383237940877,6.34192078959092,-3.91808841018215,"male","male"
"GSE2888_bioMaterial_26","GSE2888","GSE2888_bioMaterial_26","male",2.16052623653201,3.1537731789999,4.00180818497552,8.99837313444961,"male","male",2.65714970776595,6.50009065971256,-3.84294095194661,"male","male"
"GSE2888_bioMaterial_27","GSE2888","GSE2888_bioMaterial_27","male",1.96960910281338,2.96209975245975,3.74370799785025,8.76365439721487,"male","male",2.46585442763657,6.25368119753256,-3.78782676989599,"male","male"
"GSE2888_bioMaterial_28","GSE2888","GSE2888_bioMaterial_28","female",3.34523854529442,5.02179113797878,2.26806582320393,4.75417215109734,"female","female",4.1835148416366,3.51111898715063,0.672395854485965,"female","female"
"GSE2888_bioMaterial_3","GSE2888","GSE2888_bioMaterial_3","female",4.21360112519527,5.43753175311494,2.26536509222902,3.87303576126787,"female","female",4.82556643915511,3.06920042674844,1.75636601240666,"female","female"
"GSE2888_bioMaterial_4","GSE2888","GSE2888_bioMaterial_4","female",4.27996892937369,5.27780759574509,2.11304429383486,4.14540937021176,"female","female",4.77888826255939,3.12922683202331,1.64966143053608,"female","female"
"GSE2888_bioMaterial_5","GSE2888","GSE2888_bioMaterial_5","male",1.81928102434065,3.02134159767924,3.85846611041493,8.78809879514122,"male","male",2.42031131100994,6.32328245277808,-3.90297114176813,"male","male"
"GSE2888_bioMaterial_6","GSE2888","GSE2888_bioMaterial_6","female",4.16589906410825,5.27793372330465,2.50182759248943,4.48303789452362,"female","female",4.72191639370645,3.49243274350652,1.22948365019993,"female","female"
"GSE2888_bioMaterial_7","GSE2888","GSE2888_bioMaterial_7","male",1.88647029098012,3.02387511733696,3.52285892770284,8.51362240132548,"male","male",2.45517270415854,6.01824066451416,-3.56306796035562,"male","male"
"GSE2888_bioMaterial_8","GSE2888","GSE2888_bioMaterial_8","male",1.85908289644339,3.18978833805366,3.71500944913032,8.70736920479121,"male","male",2.52443561724852,6.21118932696077,-3.68675370971224,"male","male"
"GSE2888_bioMaterial_9","GSE2888","GSE2888_bioMaterial_9","female",3.6337971353463,5.68352970611145,2.56966964825512,3.94346162935153,"female","female",4.65866342072887,3.25656563880333,1.40209778192555,"female","female"
"GSE35710_Biomat_1","GSE35710","GSE35710_Biomat_1","male",3.57564546949182,4.58383443927513,7.11285335661588,10.3671614906417,"male","male",4.07973995438347,8.74000742362879,-4.66026746924531,"male","male"
"GSE35710_Biomat_10","GSE35710","GSE35710_Biomat_10","male",3.39746412638537,4.34492936621584,7.22737704362936,10.1938837283682,"male","male",3.87119674630061,8.71063038599878,-4.83943363969817,"male","male"
"GSE35710_Biomat_11","GSE35710","GSE35710_Biomat_11","male",3.51144469613213,4.64323924051605,6.7190448370881,10.3888604093192,"male","male",4.07734196832409,8.55395262320365,-4.47661065487956,"male","male"
"GSE35710_Biomat_12","GSE35710","GSE35710_Biomat_12","female",6.2859868675271,7.98246028216027,4.95884792872782,5.30402506471056,"female","female",7.13422357484369,5.13143649671919,2.00278707812449,"female","female"
"GSE35710_Biomat_13","GSE35710","GSE35710_Biomat_13","male",3.57359942029232,4.69422443118729,6.89972877807206,10.4310008954423,"male","male",4.1339119257398,8.66536483675718,-4.53145291101738,"male","male"
"GSE35710_Biomat_14","GSE35710","GSE35710_Biomat_14","female",6.57204863346762,8.39198839447487,5.50326071510054,5.03012200983496,"female","female",7.48201851397125,5.26669136246775,2.2153271515035,"female","female"
"GSE35710_Biomat_15","GSE35710","GSE35710_Biomat_15","male",3.6069663432619,4.44797733152464,7.2025507483808,9.98505753521712,"male","male",4.02747183739327,8.59380414179896,-4.56633230440569,"male","male"
"GSE35710_Biomat_16","GSE35710","GSE35710_Biomat_16","female",6.16420712133006,9.03866268951728,5.48925288241104,5.69241409766123,"female","female",7.60143490542367,5.59083349003613,2.01060141538754,"female","female"
"GSE35710_Biomat_17","GSE35710","GSE35710_Biomat_17","male",3.4238564612667,4.636972163125,6.77652390181992,10.5677838818771,"male","male",4.03041431219585,8.67215389184851,-4.64173957965266,"male","male"
"GSE35710_Biomat_18","GSE35710","GSE35710_Biomat_18","female",6.24619688810984,8.31767212298805,5.23879711533597,5.26274701694757,"female","female",7.28193450554894,5.25077206614177,2.03116243940717,"female","female"
"GSE35710_Biomat_19","GSE35710","GSE35710_Biomat_19","female",6.39823854072826,8.29609668267939,4.73597060730568,5.24912260955351,"female","female",7.34716761170383,4.9925466084296,2.35462100327423,"female","female"
"GSE35710_Biomat_2","GSE35710","GSE35710_Biomat_2","male",3.43361607172052,4.6678401811817,7.2166488287354,10.2165431662596,"male","male",4.05072812645111,8.7165959974975,-4.66586787104639,"male","male"
"GSE35710_Biomat_20","GSE35710","GSE35710_Biomat_20","female",6.5799550594928,8.72120879149455,4.95380596543235,5.2756275052103,"female","female",7.65058192549368,5.11471673532133,2.53586519017235,"female","female"
"GSE35710_Biomat_21","GSE35710","GSE35710_Biomat_21","female",6.17374003412518,9.01236538894559,5.48209006400416,5.36894087503518,"female","female",7.59305271153538,5.42551546951967,2.16753724201571,"female","female"
"GSE35710_Biomat_22","GSE35710","GSE35710_Biomat_22","male",3.48034319753785,4.40716680990929,6.87650196254161,10.5221507609825,"male","male",3.94375500372357,8.69932636176205,-4.75557135803848,"male","male"
"GSE35710_Biomat_23","GSE35710","GSE35710_Biomat_23","female",6.32608308490281,7.90729735233877,5.11936919506415,5.3607438783401,"female","female",7.11669021862079,5.24005653670212,1.87663368191867,"female","female"
"GSE35710_Biomat_24","GSE35710","GSE35710_Biomat_24","male",3.43203338772231,4.63203869665468,7.01262206373462,10.0389584878195,"male","male",4.0320360421885,8.52579027577706,-4.49375423358856,"male","male"
"GSE35710_Biomat_25","GSE35710","GSE35710_Biomat_25","male",3.49178156763477,4.54769467694986,7.25670943412085,10.2295910665338,"male","male",4.01973812229232,8.74315025032733,-4.72341212803501,"male","male"
"GSE35710_Biomat_26","GSE35710","GSE35710_Biomat_26","male",3.57689300534932,4.49941531699783,6.68622231038564,9.92988150151429,"male","male",4.03815416117357,8.30805190594996,-4.26989774477639,"male","male"
"GSE35710_Biomat_27","GSE35710","GSE35710_Biomat_27","male",3.63919816510244,4.59660711214707,7.1741876756689,10.1178500056524,"male","male",4.11790263862475,8.64601884066065,-4.5281162020359,"male","male"
"GSE35710_Biomat_28","GSE35710","GSE35710_Biomat_28","male",3.31056833233371,4.46620654575799,7.21364155095788,10.0016334857963,"male","male",3.88838743904585,8.60763751837709,-4.71925007933124,"male","male"
"GSE35710_Biomat_29","GSE35710","GSE35710_Biomat_29","male",3.61343419336218,4.7514983185682,7.14763799453785,10.2992406482714,"male","male",4.18246625596519,8.72343932140462,-4.54097306543943,"male","male"
"GSE35710_Biomat_3","GSE35710","GSE35710_Biomat_3","male",3.47120579800088,4.61591153459099,7.07618810931474,10.1167755109986,"male","male",4.04355866629593,8.59648181015667,-4.55292314386073,"male","male"
"GSE35710_Biomat_30","GSE35710","GSE35710_Biomat_30","male",3.31806786669577,4.54030399601857,6.93004714606353,10.2673521707827,"male","male",3.92918593135717,8.59869965842312,-4.66951372706595,"male","male"
"GSE35710_Biomat_31","GSE35710","GSE35710_Biomat_31","male",3.64060683280373,4.62777636159505,6.83109518203933,10.3160392552008,"male","male",4.13419159719939,8.57356721862006,-4.43937562142067,"male","male"
"GSE35710_Biomat_32","GSE35710","GSE35710_Biomat_32","male",3.59253315196752,4.47807060205287,6.83837555591659,10.5672479758006,"male","male",4.03530187701019,8.70281176585859,-4.6675098888484,"male","male"
"GSE35710_Biomat_33","GSE35710","GSE35710_Biomat_33","male",3.45301138832675,4.7752219507071,7.1677615193943,10.2321487336459,"male","male",4.11411666951692,8.6999551265201,-4.58583845700318,"male","male"
"GSE35710_Biomat_34","GSE35710","GSE35710_Biomat_34","female",6.45796945360757,8.81093445838456,5.47658686194498,5.28667395360294,"female","female",7.63445195599606,5.38163040777396,2.25282154822211,"female","female"
"GSE35710_Biomat_35","GSE35710","GSE35710_Biomat_35","female",6.1785276273956,8.26659863574196,4.87461578745305,5.32903567096587,"female","female",7.22256313156878,5.10182572920946,2.12073740235932,"female","female"
"GSE35710_Biomat_36","GSE35710","GSE35710_Biomat_36","male",3.51944409144707,4.67972809754813,6.75443212009678,10.5417014687594,"male","male",4.0995860944976,8.64806679442809,-4.54848069993049,"male","male"
"GSE35710_Biomat_37","GSE35710","GSE35710_Biomat_37","male",3.59753487847954,4.46228546172222,6.89644893834225,10.1020657359552,"male","male",4.02991017010088,8.49925733714873,-4.46934716704784,"male","male"
"GSE35710_Biomat_38","GSE35710","GSE35710_Biomat_38","male",3.58566898932425,4.6402142612851,7.11846090817313,10.1477921426637,"male","male",4.11294162530467,8.63312652541842,-4.52018490011374,"male","male"
"GSE35710_Biomat_39","GSE35710","GSE35710_Biomat_39","male",3.5720110891656,4.77487363444224,7.24714845742701,10.3264743462604,"male","male",4.17344236180392,8.78681140184371,-4.61336904003979,"male","male"
"GSE35710_Biomat_4","GSE35710","GSE35710_Biomat_4","male",3.50456829835293,4.50128355995404,6.78057099236075,10.3315926499639,"male","male",4.00292592915349,8.55608182116232,-4.55315589200884,"male","male"
"GSE35710_Biomat_40","GSE35710","GSE35710_Biomat_40","male",3.51087958939257,4.45188125341637,6.56667188427799,10.6134089187186,"male","male",3.98138042140447,8.59004040149829,-4.60865998009382,"male","male"
"GSE35710_Biomat_41","GSE35710","GSE35710_Biomat_41","male",3.45330228499923,4.59428628308251,6.7849955340869,9.92472676819486,"male","male",4.02379428404087,8.35486115114088,-4.33106686710001,"male","male"
"GSE35710_Biomat_42","GSE35710","GSE35710_Biomat_42","male",3.47985034549844,4.53493233077702,7.1578342985339,10.1057407289412,"male","male",4.00739133813773,8.63178751373755,-4.62439617559982,"male","male"
"GSE35710_Biomat_43","GSE35710","GSE35710_Biomat_43","male",3.72423410019509,5.08312222025969,7.16177084808591,10.3176202025395,"male","male",4.40367816022739,8.7396955253127,-4.33601736508531,"male","male"
"GSE35710_Biomat_44","GSE35710","GSE35710_Biomat_44","male",3.47757519083628,4.67297802339821,6.65588884903832,10.0650242773887,"male","male",4.07527660711725,8.36045656321351,-4.28517995609627,"male","male"
"GSE35710_Biomat_45","GSE35710","GSE35710_Biomat_45","male",3.37183693914605,4.43975501222085,6.78446117829441,10.0627055223938,"male","male",3.90579597568345,8.4235833503441,-4.51778737466065,"male","male"
"GSE35710_Biomat_46","GSE35710","GSE35710_Biomat_46","male",3.59114529240682,4.64865811431056,6.8839554850232,10.3276104057931,"male","male",4.11990170335869,8.60578294540815,-4.48588124204946,"male","male"
"GSE35710_Biomat_47","GSE35710","GSE35710_Biomat_47","male",3.5309276495431,4.49471451249278,6.86973747315505,10.2185134686596,"male","male",4.01282108101794,8.54412547090732,-4.53130438988939,"male","male"
"GSE35710_Biomat_48","GSE35710","GSE35710_Biomat_48","male",3.54400948172612,4.51961939412544,6.9485244935142,10.3108826752932,"male","male",4.03181443792578,8.6297035844037,-4.59788914647792,"male","male"
"GSE35710_Biomat_5","GSE35710","GSE35710_Biomat_5","male",3.36414474086919,4.40535825415756,7.13895172834287,9.94783004726389,"male","male",3.88475149751338,8.54339088780338,-4.65863939029,"male","male"
"GSE35710_Biomat_6","GSE35710","GSE35710_Biomat_6","male",3.61588502038344,4.76142018310817,6.76555595779228,10.2788930521275,"male","male",4.1886526017458,8.52222450495989,-4.33357190321409,"male","male"
"GSE35710_Biomat_7","GSE35710","GSE35710_Biomat_7","female",6.37576949971874,8.20633881353802,5.20132123686749,5.60590064412584,"female","female",7.29105415662838,5.40361094049667,1.88744321613172,"female","female"
"GSE35710_Biomat_8","GSE35710","GSE35710_Biomat_8","male",3.52836049201853,4.35139567618164,7.1690877068714,10.4725048941045,"male","male",3.93987808410008,8.82079630048795,-4.88091821638786,"male","male"
"GSE35710_Biomat_9","GSE35710","GSE35710_Biomat_9","female",6.09865186320111,9.05113474849371,5.44074775539429,5.39528352014876,"female","female",7.57489330584741,5.41801563777152,2.15687766807589,"female","female"
"GSE430_bioMaterial_10|GSM6550","GSE430","GSE430_bioMaterial_10|GSM6550","male",4.31366047890376,4.1827490417999,7.63392934986943,10.4723427055467,"male","male",4.24820476035183,9.05313602770804,-4.80493126735621,"male","male"
"GSE430_bioMaterial_11|GSM6551","GSE430","GSE430_bioMaterial_11|GSM6551","male",4.29172983883426,5.6707068247452,8.56463947113605,10.2532565797812,"male","male",4.98121833178973,9.4089480254586,-4.42772969366887,"male","male"
"GSE430_bioMaterial_12|GSM6552","GSE430","GSE430_bioMaterial_12|GSM6552","male",4.03342300153745,5.33832253313803,8.35390295499175,10.1916320885417,"male","male",4.68587276733774,9.27276752176673,-4.58689475442899,"male","male"
"GSE430_bioMaterial_13|GSM6553","GSE430","GSE430_bioMaterial_13|GSM6553","male",4.90963597234734,5.24982454861618,7.57391763365418,10.3775901370322,"male","male",5.07973026048176,8.9757538853432,-3.89602362486144,"male","male"
"GSE430_bioMaterial_14|GSM6554","GSE430","GSE430_bioMaterial_14|GSM6554","male",4.90963597234734,5.24982454861618,7.57391763365418,10.3775901370322,"male","male",5.07973026048176,8.9757538853432,-3.89602362486144,"male","male"
"GSE430_bioMaterial_1|GSM6540","GSE430","GSE430_bioMaterial_1|GSM6540","female",8.70703860714888,9.49361960206461,3.84082287366721,5.18911856667563,"female","female",9.10032910460675,4.51497072017142,4.58535838443533,"female","female"
"GSE430_bioMaterial_2|GSM6541","GSE430","GSE430_bioMaterial_2|GSM6541","female",8.47900068637103,8.88298141423636,3.30430242420553,5.2499599557251,"female","female",8.6809910503037,4.27713118996531,4.40385986033838,"female","female"
"GSE430_bioMaterial_3|GSM6542","GSE430","GSE430_bioMaterial_3|GSM6542","female",7.46068991484919,8.05120894091477,3.50552803322676,5.32282949762889,"female","female",7.75594942788198,4.41417876542783,3.34177066245415,"female","female"
"GSE430_bioMaterial_4|GSM6543","GSE430","GSE430_bioMaterial_4|GSM6543","female",6.30872907070617,8.57949104399797,2.91100670408075,6.04376944082915,"female","female",7.44411005735207,4.47738807245495,2.96672198489712,"female","female"
"GSE430_bioMaterial_5|GSM6545","GSE430","GSE430_bioMaterial_5|GSM6545","male",4.61744122708087,4.25819584889741,8.1417422336716,10.2788808415119,"male","male",4.43781853798914,9.21031153759177,-4.77249299960264,"male","male"
"GSE430_bioMaterial_6|GSM6546","GSE430","GSE430_bioMaterial_6|GSM6546","male",3.72324649245923,4.60902039452967,8.11881132812691,10.4769703647007,"male","male",4.16613344349445,9.2978908464138,-5.13175740291935,"male","male"
"GSE430_bioMaterial_7|GSM6547","GSE430","GSE430_bioMaterial_7|GSM6547","male",3.64055482668448,4.49391261850797,7.46981622076652,10.146795939811,"male","male",4.06723372259622,8.80830608028874,-4.74107235769252,"male","male"
"GSE430_bioMaterial_8|GSM6548","GSE430","GSE430_bioMaterial_8|GSM6548","male",4.03876225127912,4.62956478616335,7.15293667872762,10.2030245708931,"male","male",4.33416351872124,8.67798062481034,-4.3438171060891,"male","male"
"GSE430_bioMaterial_9|GSM6549","GSE430","GSE430_bioMaterial_9|GSM6549","male",3.39427893911204,3.91511110241349,7.57856138994729,10.2941448041946,"male","male",3.65469502076277,8.93635309707094,-5.28165807630817,"male","male"
"GSE5389_bioMaterial_10|GSM123257","GSE5389","GSE5389_bioMaterial_10|GSM123257","male",3.03396142857143,4.56543071428571,7.70092190476191,9.29952523809524,"male","male",3.79969607142857,8.50022357142858,-4.70052750000001,"male","male"
"GSE5389_bioMaterial_11|GSM123254","GSE5389","GSE5389_bioMaterial_11|GSM123254","male",3.09665571428571,4.57289666666667,7.60004428571429,9.41392,"male","male",3.83477619047619,8.50698214285714,-4.67220595238095,"male","male"
"GSE5389_bioMaterial_12|GSM123247","GSE5389","GSE5389_bioMaterial_12|GSM123247","female",3.00331095238095,4.59656428571428,6.89907714285714,8.94736476190476,"male","disagree",3.79993761904761,7.92322095238095,-4.12328333333333,"male","male"
"GSE5389_bioMaterial_13|GSM123245","GSE5389","GSE5389_bioMaterial_13|GSM123245","male",3.25985904761905,4.26390857142857,7.92772666666667,9.38284571428571,"male","male",3.76188380952381,8.65528619047619,-4.89340238095238,"male","male"
"GSE5389_bioMaterial_14|GSM123252","GSE5389","GSE5389_bioMaterial_14|GSM123252","male",3.15105714285714,4.58738428571429,7.61331285714286,9.54924285714286,"male","male",3.86922071428571,8.58127785714286,-4.71205714285714,"male","male"
"GSE5389_bioMaterial_15|GSM123250","GSE5389","GSE5389_bioMaterial_15|GSM123250","female",6.11694428571429,9.46265428571429,4.95769904761905,5.86797666666667,"female","female",7.78979928571429,5.41283785714286,2.37696142857143,"female","female"
"GSE5389_bioMaterial_16|GSM123249","GSE5389","GSE5389_bioMaterial_16|GSM123249","male",2.95197142857143,4.39049142857143,7.47170523809524,9.12435952380952,"male","male",3.67123142857143,8.29803238095238,-4.62680095238095,"male","male"
"GSE5389_bioMaterial_17|GSM123244","GSE5389","GSE5389_bioMaterial_17|GSM123244","female",6.02943714285714,9.20806142857143,4.39566571428572,5.75311428571429,"female","female",7.61874928571429,5.07439,2.54435928571428,"female","female"
"GSE5389_bioMaterial_18|GSM123251","GSE5389","GSE5389_bioMaterial_18|GSM123251","female",7.00256333333333,9.51950190476191,4.82787571428571,4.98011238095238,"female","female",8.26103261904762,4.90399404761905,3.35703857142857,"female","female"
"GSE5389_bioMaterial_19|GSM123246","GSE5389","GSE5389_bioMaterial_19|GSM123246","female",3.11188571428571,4.58032619047619,7.57962476190476,9.15954380952381,"male","disagree",3.84610595238095,8.36958428571429,-4.52347833333334,"male","male"
"GSE5389_bioMaterial_1|GSM123263","GSE5389","GSE5389_bioMaterial_1|GSM123263","female",6.55556333333333,8.97309761904762,4.93029714285714,5.48909047619048,"female","female",7.76433047619047,5.20969380952381,2.55463666666667,"female","female"
"GSE5389_bioMaterial_20|GSM123243","GSE5389","GSE5389_bioMaterial_20|GSM123243","male",3.08068571428571,4.65355666666667,7.78671619047619,9.44447380952381,"male","male",3.86712119047619,8.615595,-4.74847380952381,"male","male"
"GSE5389_bioMaterial_21|GSM123248","GSE5389","GSE5389_bioMaterial_21|GSM123248","male",3.15929666666667,4.55658523809524,8.01721571428571,9.27465857142857,"male","male",3.85794095238095,8.64593714285714,-4.78799619047618,"male","male"
"GSE5389_bioMaterial_2|GSM123256","GSE5389","GSE5389_bioMaterial_2|GSM123256","male",3.13801142857143,4.27115380952381,7.9663719047619,8.92773142857143,"male","male",3.70458261904762,8.44705166666667,-4.74246904761905,"male","male"
"GSE5389_bioMaterial_3|GSM123258","GSE5389","GSE5389_bioMaterial_3|GSM123258","female",7.04291333333333,9.10735095238095,5.14036619047619,5.82409523809524,"female","female",8.07513214285714,5.48223071428571,2.59290142857142,"female","female"
"GSE5389_bioMaterial_4|GSM123261","GSE5389","GSE5389_bioMaterial_4|GSM123261","male",3.13449428571429,4.50468,7.5849319047619,9.13339857142857,"male","male",3.81958714285715,8.35916523809524,-4.53957809523809,"male","male"
"GSE5389_bioMaterial_5|GSM123262","GSE5389","GSE5389_bioMaterial_5|GSM123262","male",3.15038476190476,4.35695785714286,7.73812238095238,9.16859619047619,"male","male",3.75367130952381,8.45335928571428,-4.69968797619048,"male","male"
"GSE5389_bioMaterial_6|GSM123253","GSE5389","GSE5389_bioMaterial_6|GSM123253","male",3.18143619047619,4.67174238095238,7.74744190476191,9.4997,"male","male",3.92658928571429,8.62357095238096,-4.69698166666667,"male","male"
"GSE5389_bioMaterial_7|GSM123259","GSE5389","GSE5389_bioMaterial_7|GSM123259","female",7.24189523809524,9.60883333333333,4.82087333333333,5.99880714285714,"female","female",8.42536428571428,5.40984023809524,3.01552404761905,"female","female"
"GSE5389_bioMaterial_8|GSM123260","GSE5389","GSE5389_bioMaterial_8|GSM123260","female",3.24322095238095,4.32857571428571,7.72859761904762,9.30618285714286,"male","disagree",3.78589833333333,8.51739023809524,-4.73149190476191,"male","male"
"GSE5389_bioMaterial_9|GSM123255","GSE5389","GSE5389_bioMaterial_9|GSM123255","male",3.09900619047619,4.45357,7.73964333333333,8.9771980952381,"male","male",3.77628809523809,8.35842071428571,-4.58213261904762,"male","male"
"GSE5390_bioMaterial_1","GSE5390","GSE5390_bioMaterial_1","male",3.78199957263333,5.01418757853333,7.37422142786667,9.46067573593333,"male","male",4.39809357558333,8.4174485819,-4.01935500631667,"male","male"
"GSE5390_bioMaterial_10","GSE5390","GSE5390_bioMaterial_10","male",3.94813411873333,4.7425610376,7.27626671386667,9.27734533573333,"male","male",4.34534757816667,8.2768060248,-3.93145844663333,"male","male"
"GSE5390_bioMaterial_11","GSE5390","GSE5390_bioMaterial_11","male",4.052979269,4.74826028226667,7.15902712853333,9.44196377626667,"male","male",4.40061977563333,8.3004954524,-3.89987567676667,"male","male"
"GSE5390_bioMaterial_12","GSE5390","GSE5390_bioMaterial_12","female",8.21839299393333,10.464517112,5.08555291406667,5.76203679906667,"female","female",9.34145505296667,5.42379485656667,3.9176601964,"female","female"
"GSE5390_bioMaterial_13","GSE5390","GSE5390_bioMaterial_13","male",3.86630617286667,4.8060123274,6.7450385716,9.48871310886667,"male","male",4.33615925013333,8.11687584023333,-3.7807165901,"male","male"
"GSE5390_bioMaterial_14","GSE5390","GSE5390_bioMaterial_14","male",3.85237232913333,4.85049674086667,7.38281741786667,9.444530588,"male","male",4.351434535,8.41367400293333,-4.06223946793333,"male","male"
"GSE5390_bioMaterial_15","GSE5390","GSE5390_bioMaterial_15","male",4.01129650706667,4.7015574514,6.9450405564,9.1886650344,"male","male",4.35642697923334,8.0668527954,-3.71042581616666,"male","male"
"GSE5390_bioMaterial_2","GSE5390","GSE5390_bioMaterial_2","female",6.79612318653333,8.06585749446667,5.23662039453333,5.43370371926667,"female","female",7.4309903405,5.3351620569,2.0958282836,"female","female"
"GSE5390_bioMaterial_3","GSE5390","GSE5390_bioMaterial_3","female",6.76626108686667,9.63495334613333,5.0994025406,5.34703737066667,"female","female",8.2006072165,5.22321995563333,2.97738726086667,"female","female"
"GSE5390_bioMaterial_4","GSE5390","GSE5390_bioMaterial_4","female",6.26751615466667,9.04879208386667,5.20363119766667,5.8374636208,"female","female",7.65815411926667,5.52054740923334,2.13760671003334,"female","female"
"GSE5390_bioMaterial_5","GSE5390","GSE5390_bioMaterial_5","male",3.8757258658,4.8647652816,7.04750579146667,9.27187284653333,"male","male",4.3702455737,8.159689319,-3.7894437453,"male","male"
"GSE5390_bioMaterial_6","GSE5390","GSE5390_bioMaterial_6","male",7.91475628273333,9.93262412926667,5.1611758822,9.4910246282,"female","disagree",8.923690206,7.3261002552,1.5975899508,"female","female"
"GSE5390_bioMaterial_7","GSE5390","GSE5390_bioMaterial_7","female",6.59821256973333,9.22284488206667,4.71595660493333,5.64225720013333,"female","female",7.9105287259,5.17910690253333,2.73142182336667,"female","female"
"GSE5390_bioMaterial_8","GSE5390","GSE5390_bioMaterial_8","male",3.66944448066667,4.79054259,7.4429243424,9.43960670913333,"male","male",4.22999353533334,8.44126552576666,-4.21127199043333,"male","male"
"GSE5390_bioMaterial_9","GSE5390","GSE5390_bioMaterial_9","male",3.83128975933333,4.67396142113333,7.6002092024,9.51222004106667,"male","male",4.25262559023333,8.55621462173334,-4.30358903150001,"male","male"
"GSE6011_Biomat_1","GSE6011","GSE6011_Biomat_1","male",4.98289189464865,5.83397876894595,8.34582179297298,10.3301655279189,"male","male",5.4084353317973,9.33799366044594,-3.92955832864864,"male","male"
"GSE6011_Biomat_10","GSE6011","GSE6011_Biomat_10","male",4.73462113816216,5.75919639743243,8.52496616262162,10.5862275718919,"male","male",5.2469087677973,9.55559686725676,-4.30868809945946,"male","male"
"GSE6011_Biomat_11","GSE6011","GSE6011_Biomat_11","male",4.92340404924324,5.98254701254054,8.58907078408108,10.5337667197027,"male","male",5.45297553089189,9.56141875189189,-4.108443221,"male","male"
